sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visiblity,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_main_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty-inc,enable_qty_increments,is_decimal_divided,website_id,defered_stock_update,use_config_defered_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
#04934119,,,,,,Nuckily Cycling Jersey with Shorts Women's Short Sleeves Bike Sleeves Jersey Shorts Clothing Suits Waterproof Rain-Proof Anti-Eradiation  ,"Function:, Reflective Strips, - , 3D Pad, - , Breathable, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05560748,,,,,,Multitools Key Holders cycling Hiking Camping Travel Outdoor Indoor Multi Function Convenient Aluminium Alloy Others  ,,,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05931021,,,,,,Lanterns & Tent Lights LED 800 lm 1 Mode LED Emergency Super Light Camping/Hiking/Caving Everyday Use Cycling/Bike Hunting Multifunction  ,,,,,,"
				Rs464
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02128344,,,,,,Hunting Jacket Thermal / Warm Windproof Rain-Proof Waterproof Zipper Front Zipper Dust Proof Wearable Breathable YKK Zipper Back Pocket  ,"Function:, Thermal / Warm",,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06320394,,,,,,5 L Shoulder Bag Camping / Hiking Hunting Fishing Hiking Fast Dry  ,,,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05782629,,,,,,H2 Smart Bracelet Water Resistant / Water Proof Sports Timer  ,"Type:, Smart Bracelet,Features:, Water Resistant / Water Proof,Screen Type:, LED",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01255746,,,,,,"1.5"" Glow-in-the-Dark Stainless Steel Compass w/ Damping Oil - Golden  ",,,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04853787,,,,,,Stove Accessories Aluminium for Picnic Camping & Hiking Outdoor  ,,,,,,"
				Rs1,724
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06475509,,,,,,35 L Hiking & Backpacking Pack Backpack Hiking Wearable Nylon  ,,,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04935701,,,,,,Fishing-10 pcs Black Carbon steel-AnmukaSea Fishing / Fly Fishing / Bait Casting / Ice Fishing / Spinning / Jigging Fishing / Freshwater  ,"Fishing Method:, Bass Fishing, Fly Fishing, Carp Fishing, Sea Fishing, Freshwater Fishing, Jigging Fishing, Spinning, Trolling & Boat Fishing, General Fishing, Ice Fishing, Lure Fishing, Bait Casting",,,,,"
				Rs265
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06441186,,,,,,Kid's Ski Suit Warm Waterproof Windproof Wearable Breathability Snow Sports Eco-friendly Polyester  ,"Function:, Waterproof, - , Windproof, - ",,,,,"
				Rs5,969
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06421924,,,,,,Ski Socks Unisex Socks Winter Breathability Heat Retaining Cotton Ski / Snowboard  ,,,,,,"
				Rs994
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05432358,,,,,,Screen Protectors Multi-function All in One Convenient For Action Camera Gopro 6 Gopro 5 Universal Travel Synthetic  ,"Features:, Multi-function,Compatible Camera:, Gopro 6, Gopro 5",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06427982,,,,,,Bike Bag Bike Frame Bag Easy to Install Lightweight Bicycle Bag Nylon Cycle Bag Cycling Cycling  ,,,,,,"
				Rs862
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05154263,,,,,,SAHOO® Bicycle Tire Repair Kit to Carry  ,,,,,,"
				Rs265
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01291143,,,,,,Jaggad Cycling Jersey Men's Women's Unisex Short Sleeves Bike Jersey Top Bike Wear Quick Dry Breathable Patchwork Cycling / Bike  ,"Function:, Breathable, - , Quick Dry, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05474337,,,,,,Women's Hiking Jacket Outdoor Winter Waterproof Thermal / Warm Quick Dry Windproof Ultraviolet Resistant Anti-Eradiation Breathable  ,"Season:, Winter,Function:, Thermal / Warm, - , Windproof, - , Quick Dry, - , Ultraviolet Resistant, - , Waterproof, - , Breathable, - ,Fabric:, Fleece",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04924845,,,,,,Bike Lights Rear Bike Light Front Bike Light - Cycling Multi-function Waterproof Other 200 Lumens Battery Cycling/Bike  ,,,,,,"
				Rs862
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05414493,,,,,,Men's Sport Watch Smart Watch Fashion Watch Wrist watch Digital LED Touch Screen Chronograph Water Resistant / Water Proof Heart Rate  ,"Type:, Smart Watch,Features:, Pedometers, Heart Rate Monitor, - , Water Resistant / Water Proof, - , Touch Screen",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05493261,,,,,,Kid's Ski Jacket with Pants Thermal / Warm Comfortable Ski / Snowboard Winter Sports Polyester  ,"Function:, Thermal / Warm, - ",,,,,"
				Rs4,642
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05930996,,,,,,Outdoor Water Resistant For Action Camera Gopro 6 All Gopro Xiaomi Camera Sports DV SJCAM SJ4000 Universal Camping / Hiking / Caving  ,"Compatible Camera:, SJCAM, All Gopro, Gopro 6, Xiaomi Camera",,,,,"
				Rs2,321
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04114434,,,,,,Fishing Reel Spinning Reels 5.1:1 3 Ball Bearings Exchangable Bait Casting Ice Fishing Spinning Freshwater Fishing Other Carp Fishing  ,"Fishing Method:, Bait Casting, General Fishing, Carp Fishing, Freshwater Fishing, Spinning, Ice Fishing,Reel Type:, Spinning Reels,Gear Ratio:, 5.1:1,Line Capacity (mm/m):, 0.25/140 0.30/110 0.35/70,Line Capacity (lbs/yds):, 9/155,13/120,16/85,Hand Orientation:, Exchangable",,,,,"
				Rs530
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05604468,,,,,,"6 pcs Hard Bait Others Fishing Lures Hard Bait Frog g / Ounce, 55 mm / 2-1/4"" inch, Hard Plastic Sea Fishing Fly Fishing Bait Casting Ice  ","Category:, Hard Bait,Fishing Method:, Freshwater Fishing, Jigging Fishing, Spinning, Trolling & Boat Fishing, Ice Fishing, General Fishing, Bait Casting, Lure Fishing, Fly Fishing, Sea Fishing, Bass Fishing",,,,,"
				Rs530
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04778678,,,,,,Fishing-1 PCS pcs Green / Gold Plastic / Stainless Steel / Iron-N/A Lure Fishing  ,"Fishing Method:, Lure Fishing",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05651111,,,,,,XINTOWN Cycling Jersey Women's Short Sleeves Bike Top Bike Wear Quick Dry Breathable Back Pocket Sweat-wicking Comfortable Cycling / Bike  ,"Function:, Quick Dry, - , Breathable, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06461255,,,,,,Credit Card Survival Tool Camping / Hiking / Caving Glossy ABS 1 pcs  ,,,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#03415939,,,,,,Balaclava Bike Waterproof Breathable Ultraviolet Resistant Dust Proof Unisex  ,"Season:, Winter,Function:, Breathable, Ultraviolet Resistant",,,,,"
				Rs530
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04739595,,,,,,Telespin Rod Hard Plastic Nylon Carbon Stainless Steel / Iron Metal 180 cm Sea Fishing Bait Casting Ice Fishing Spinning Jigging Fishing  ,"Fishing Method:, Jigging Fishing, Spinning, General Fishing, Ice Fishing, Lure Fishing, Bait Casting, Sea Fishing, Bass Fishing, Carp Fishing, Freshwater Fishing",,,,,"
				Rs1,658
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05506448,,,,,,"6.3"" Stainless Steel Fishing Pliers Multi Purpose Braid Cutter Hook Remover Include Storage bag  ","Fishing Method:, Trolling & Boat Fishing, General Fishing, Jigging Fishing, Sea Fishing",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02311950,,,,,,Ski Leg Warmers/Knee Warmers Socks Women's Warm Thermal / Warm Windproof Breathability Snowproof Snowboard Floral / Botanical Skiing  ,"Function:, Thermal / Warm, Windproof",,,,,"
				Rs464
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02225515,,,,,,LAIX D3 EDC Outdoor Wilderness Survival Multi-Function Tactical Tools Stone Flint + Compass - Black  ,,,,,,"
				Rs464
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06248173,,,,,,Bike Saddles/Bicycle Saddles Road Cycling Cycling / Bike Mountain Bike/MTB Cushioning Wearable Breathable Tail Light Polyurethanes Iron  ,,,,,,"
				Rs1,790
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05778778,,,,,,Women's Fashion Sexy Tights High Elastic Fitness Sports Yoga Leggings Size S-XL  ,"Function:, Quick Dry",,,,,"
				Rs1,459
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05800988,,,,,,Breathable And Comfortable Paladin Summer Male Short Sleeve Cycling Jerseys DX738  ,"Function:, Quick Dry, - , Breathable, - , Ultraviolet Resistant, Reflective Strips, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05501011,,,,,,Women's Running Pants Breathable Bottoms Yoga Exercise & Fitness Running Cotton Slim White Black S M L XL  ,"Function:, Breathable, - ",,,,,"
				Rs1,127
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05046722,,,,,,Women's Running Pants Breathable Soft Compression smooth Leggings Bottoms Exercise & Fitness Running Gray S M L XL  ,"Function:, Breathable, - ",,,,,"
				Rs862
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05124447,,,,,,Camouflage Hunting T-shirt Quick Dry Wearable Breathable Shockproof Men's Women's Unisex Long Sleeves Sports Camouflage T-shirt Pants /  ,"Function:, Quick Dry",,,,,"
				Rs4,642
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05541963,,,,,,Others Bike Mount Cycling/Bike Adjustable Other Extra Long Aluminium  ,,,,,,"
				Rs795
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02754395,,,,,,300M / 330 Yards PE Braided Line / Dyneema / Superline Fishing Line yellow shad 28LB / 25LB / 20LB / 18LB / 10LB / 8LB  ,"Fishing Method:, Spinning, Trolling & Boat Fishing, Ice Fishing, General Fishing, Bait Casting, Fly Fishing, Lure Fishing, Sea Fishing, Bass Fishing, Carp Fishing, Freshwater Fishing, Jigging Fishing,Line Type:, PE Braided Line / Dyneema / Superline,Breaking Strength (lbs):, 10LB, 8LB, 28LB, 25LB, 20LB, 18LB",,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05866617,,,,,,Accessory Kit For Gopro Multi-function Foldable Adjustable All in One For Action Camera Gopro 6 Gopro 5 Xiaomi Camera Gopro 4 Session  ,"Features:, Multi-function,Compatible Camera:, SJCAM SJ9000, SJCAM S70, SJCAM SJ7000, Gopro 4, Gopro 3+, Gopro 6, Xiaomi Camera, Gopro 3, Gopro 5, SJCAM, SJCAM SJ5000X",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06260859,,,,,,Multitools Stands Mountain Bike Mountain Cycling Road Cycling Cycling Adjustable/Retractable Phone Holder Engineering Plastics  ,,,,,,"
				Rs530
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04946987,,,,,,HiUmi Portable Stainless Steel Fish Lip Gripper Grabber Fishing Tool Fishing Equipment Really High Quality  ,,,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06332235,,,,,,Camping Stove Mini Cross Country Folding Lightweight Stainless Steel Chrome for Camping / Hiking Outdoor Exercise Camping Picnic Winter  ,,,,,,"
				Rs1,127
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02495053,,,,,,Survival Bracelet Hiking Survival Alloy  ,,,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05872567,,,,,,Realtoo Cycling Padded Shorts Men's Bike Padded Shorts/Chamois Bottoms Bike Wear Breathable 3D Pad Sweat-wicking Comfortable Solid  ,"Function:, 3D Pad, - , Breathable, - ",,,,,"
				Rs1,790
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05672480,,,,,,Boxing Pad Boxing and Martial Arts Pad Focus Punch Pads Taekwondo Boxing Sanda Karate Muay Thai Strength Training Thick PU-  ,,,,,,"
				Rs530
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06420335,,,,,,Men's Hiking Cargo Pants Outdoor Trainer Walking Pants / Trousers Fishing Camping  ,,,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#00476114,,,,,,LED Flashlights / Torch Emergency Lights LED lm Mode Cuttable Waterproof Camping/Hiking/Caving  ,"Features:, Waterproof",,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05234804,,,,,,Fastcute Cycling Jersey Men's Women's Kid's Unisex Long Sleeves Bike Sweatshirt Jersey Top Bike Wear Quick Dry Front Zipper Breathable  ,"Function:, Reflective Strips, - , Quick Dry, - , Breathable, - ",,,,,"
				Rs1,525
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04092125,,,,,,acacia Cycling Under Shorts Unisex Bike Shorts Underwear Shorts Padded Shorts/Chamois Bottoms Bike Wear Quick Dry Breathable Lightweight  ,"Function:, Breathable, - , Quick Dry, - ",,,,,"
				Rs994
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05442922,,,,,,Fastcute Cycling Jacket Men's Short Sleeves Bike Jersey Bike Wear Quick Dry Moisture Permeability Breathable Soft smooth Comfortable  ,"Function:, Quick Dry, - , Breathable, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04860166,,,,,,TASDAN Cycling Jersey Women's Short Sleeves Bike Jersey Top Clothing Suits Bike Wear Quick Dry Ultraviolet Resistant Breathable  ,"Function:, Ultraviolet Resistant, Breathable, - , Quick Dry, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05668686,,,,,,Mini Rod / Pen Rod Fishing Rod Fly Rod Surf Rod Hard Plastic FRP 135 cm Sea Fishing Ice Fishing 5 sections Rod & Reel Combos Fast (F)  ,"Fishing Method:, Ice Fishing, Sea Fishing",,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05500823,,,,,,XINTOWN Men's Women's Unisex Spring Summer Winter Fall/Autumn Sleeves Quick Dry Ultraviolet Resistant Insulated Anti-Eradiation Wearable  ,"Season:, Winter,Function:, Quick Dry, Ultraviolet Resistant, Breathable",,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05355800,,,,,,10L Outdoor Solar Shower Bag  ,,,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01071027,,,,,,Bike Lights Reflective Band Adjustable for Cycling/Bike Running  ,,,,,,"
				Rs132
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06479213,,,,,,Figure Skating Dress Women's Girls' Ice Skating Dress Dark Blue Spandex Stretchy Skating Wear Sequin Long Sleeves Ice Skating  ,"Fabric:, Spandex",,,,,"
				Rs11,938
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06517969,,,,,,Figure Skating Dress Women's Girls' Ice Skating Dress Black Spandex Stretchy Skating Wear Sequin Sleeveless Figure Skating  ,"Fabric:, Spandex",,,,,"
				Rs6,632
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06475506,,,,,,Air Mattress Portable Foldable Inflated PVC PVC Casual All Seasons  ,,,,,,"
				Rs4,974
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05026169,,,,,,ZS03 Smart Watch / Activity Tracker / Smart BraceletWater Resistant/Waterproof / Long Standby / Calories Burned / Pedometers / Heart Rate  ,"Type:, Activity Tracker, Smart Bracelet, Smart Watch,Features:, Distance Tracking, Pedometers, Alarm Clock, Heart Rate Monitor, Water Resistant / Water Proof, Long Standby,Connection:, Bluetooth4.0,Supported Operating Systems:, Android, iOS,Sensor:, Light Sensor, Gravity Sensor,Screen Type:, AMOLED",,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05805958,,,,,,Heart Smart Temperature Health Sports Bracelet Fitness Tracker Thermometer Activity Traker Band  ,"Material:, ABS, TPU,Type:, Smart Bracelet,Features:, Pedometers, Touch Screen, Alarm Clock, Heart Rate Monitor, Water Resistant / Water Proof, Distance Tracking, Long Standby,Supported Operating Systems:, Android, iOS,Sensor:, Finger sensor, Heart Rate Sensor, Proximity Sensor, Gravity Sensor,Screen Type:, OLED",,,,,"
				Rs2,984
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04783951,,,,,,Men Outdoor Waterproof Camouflage Fleece Shell Long Trousers Camo Hunting Fishing Pants  ,"Function:, Thermal / Warm, - ",,,,,"
				Rs2,719
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04592847,,,,,,Fishing Reel Spinning Reels 4.7：1 9 Ball Bearings Exchangable Sea Fishing Spinning Jigging Fishing Freshwater Fishing Bass Fishing  ,"Fishing Method:, Trolling & Boat Fishing, General Fishing, Bass Fishing, Freshwater Fishing, Jigging Fishing, Spinning, Sea Fishing,Reel Type:, Spinning Reels,Gear Ratio:, 4.7：1,Line Capacity (mm/m):, 0.50/220 0.55/180 0.65/130,Line Capacity (lbs/yds):, 32/240,38/210,55/145,Hand Orientation:, Exchangable",,,,,"
				Rs5,306
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04901918,,,,,,TASDAN Cycling Jersey with Tights Men's Short Sleeves Bike Pants / Trousers Jersey Tights Clothing Suits Quick Dry Breathable 3D Pad  ,"Function:, Quick Dry, - , Breathable, - , Reflective Strips, - , 3D Pad, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06476993,,,,,,Over The Boot Figure Skating Tights Women's Girls' Ice Skating Pants / Trousers Black Spandex Stretchy Performance Practise Skating Wear  ,"Fabric:, Spandex",,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04452631,,,,,,Anti-Fog Insert Floating Buoy Diving Masks Straps Floating For Action Camera Gopro 5 Gopro 4 Session Gopro 4 Gopro 3 Gopro 2 Gopro 3+  ,"Compatible Camera:, Gopro 4, Gopro 3+, Gopro 3, Gopro 2, Gopro 5",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06187177,,,,,,Arsuxeo Cycling Jersey with Tights Men's Bike Clothing Suits Quick Dry Reduces Chafing Polyester Spandex Classic Autumn/Fall Spring  ,"Function:, Quick Dry, - ",,,,,"
				Rs3,117
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05682844,,,,,,Smart Watch Infrared Remote Controller Heart Rate Calls/SMS Sedentary Reminder BT Music Pedometer Sleep Monitor for Android IOS  ,"Type:, Smart Watch,Features:, Long Standby, Pedometers, Touch Screen, GPS, Alarm Clock, Camera, Heart Rate Monitor,Connection:, Bluetooth4.0,Supported Operating Systems:, Android, iOS,Sensor:, Finger sensor, Heart Rate Sensor, Proximity Sensor, Light Sensor, Gravity Sensor",,,,,"
				Rs4,311
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05778759,,,,,,Yoga Wheel Dharma Yoga Prop Wheel Back Stretcher Strongest Comfortable Increasing Flexibility Improving Backbends Stretching  ,,,,,,"
				Rs2,785
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04010711,,,,,,Accessory Kit For Gopro For Action Camera Gopro 5 Gopro 4 Gopro 3 Gopro 3+ Gopro 2 Universal Snowmobiling Film and Music Hunting and  ,"Compatible Camera:, Gopro 3+, Gopro 3, Gopro 2, Gopro 5, Gopro 4",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06071946,,,,,,Men's Hiking Pants Outdoor Thermal / Warm Windproof Fleece Lining Rain-Proof Wearable Breathable Comfortable Winter Softshell Bottoms  ,"Season:, Winter,Function:, Breathable, - , Fleece Lining, - , Thermal / Warm, - , Windproof, - ,Fabric:, Softshell",,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06507760,,,,,,ROSWHEEL Bike Bag 60LPanniers & Rack Trunk Reflective Strip Wearable Easy to Install Bicycle Bag Printable Polyester Cycle Bag Cycling  ,"Function:, Reflective Strips",,,,,"
				Rs2,321
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05259683,,,,,,Fastcute Cycling Jersey with Tights Men's Women's Unisex Long Sleeves Bike Tracksuit Jersey Tights Top Clothing Suits Bottoms Bike Wear  ,"Function:, 3D Pad, - , Quick Dry, - , Breathable, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05527493,,,,,,1 person Tent Single Camping Tent One Room Changing Dressing Room Tent Moistureproof/Moisture Permeability Waterproof Portable  ,,,,,,"
				Rs3,979
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05014133,,,,,,Yoga Pants Tights Breathable / Wicking Natural Stretchy Sports Wear White / Black / Peach Women's OthersYoga / Pilates  ,,,,,,"
				Rs1,790
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05930972,,,,,,For Action Camera Gopro 6 All Gopro Gopro 5 Xiaomi Camera Sports DV SJCAM SJ7000 SJCAM S70 SJCAM SJ4000  ,"Compatible Camera:, Gopro 5, SJCAM S70, SJCAM SJ7000, Xiaomi Camera, SJCAM, All Gopro, Gopro 6",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05276435,,,,,,Sneakers Soccer Cleats Football Boots Kid's Unisex Anti-Slip Anti-Shake/Damping Cushioning Impact Breathable Wearproof Ultra Light (UL)  ,,,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
